AT5G03730	CTR1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501682977|PMID:12535337
AT5G03730	CTR1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
THIAMINE REQUIRING 1	TH1	GO:0008902	IGI	NCBITaxon:3702		TAIR:Publication:501720560|PMID:17174261
THIAMINE REQUIRING 1	TH1	GO:0008972	IGI	NCBITaxon:3702		TAIR:Publication:501720560|PMID:17174261
AT3G25250	AGC2-1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501741668|PMID:21276203
AT1G10210	MPK1	GO:0004707	IDA	NCBITaxon:3702		TAIR:Publication:4975|PMID:8130795
AT3G50000	CKA2	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:4814|PMID:8061317
AT4G29220	PFK1	GO:0003872	IDA	NCBITaxon:3702		TAIR:Publication:501721627|PMID:17485088
AT1G51660	MKK4	GO:0004708	IDA	NCBITaxon:3702		TAIR:Publication:1893|PMID:9878570
AT2G43790	MPK6	GO:0004707	IDA	NCBITaxon:3702		TAIR:Publication:672|PMID:10713056
AT2G43790	MPK6	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501748870|PMID:22631074
AT5G39340	AHP3	GO:0009927	IDA	NCBITaxon:3702		TAIR:Publication:1764|PMID:10050311
AT5G39340	AHP3	GO:0009927	IDA	NCBITaxon:3702		TAIR:Publication:886|PMID:10608665
AT5G39340	AHP3	GO:0009927	IDA	NCBITaxon:3702		TAIR:Publication:2065|PMID:9804162
AT1G18350	MKK7	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501718156|PMID:16377756
AT1G18350	MKK7	GO:0004708	TAS	NCBITaxon:3702		TAIR:Publication:1547411|PMID:11875555
AT2G41210	PIP5K5	GO:0016308	IDA	NCBITaxon:3702		TAIR:Publication:501729399|PMID:19060112
AT4G26070	MEK1	GO:0004708	TAS	NCBITaxon:3702		TAIR:Publication:501683496|PMID:12119167
AT4G26070	MEK1	GO:0004708	IDA	NCBITaxon:3702		TAIR:Publication:544|PMID:10759527
AT1G16670	AT1G16670	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT4G32660	AME3	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT1G06390	GSK1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT4G33240	FAB1A	GO:0000285	IGI	NCBITaxon:3702		TAIR:Publication:501741163|PMID:21173023
AT5G12180	CPK17	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
phosphofructokinase 7	PFK7	GO:0003872	IDA	NCBITaxon:3702		TAIR:Publication:501721627|PMID:17485088
AT1G47840	HXK3	GO:0008865	IDA	NCBITaxon:3702		TAIR:Publication:501724758|PMID:18481082
AT1G47840	HXK3	GO:0004340	IDA	NCBITaxon:3702		TAIR:Publication:501724758|PMID:18481082
AT5G18910	AT5G18910	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
xylulose kinase-2	XK-2	GO:0004856	IDA	NCBITaxon:3702		TAIR:Publication:501719701|PMID:16920870
calcium/calmodulin-regulated receptor-like kinase 1	CRLK1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501740037|PMID:20026608
AT2G31800	AT2G31800	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT2G31880	SOBIR1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501735940|PMID:20081191
AT2G31880	SOBIR1	GO:0004713	IDA	NCBITaxon:3702		TAIR:Publication:501735940|PMID:20081191
AT5G20480	EFR	GO:0019199	TAS	NCBITaxon:3702		TAIR:Publication:501734792|PMID:19763087
AT3G17850	AT3G17850	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT2G21940	SK1	GO:0004765	IDA	NCBITaxon:3702		TAIR:Publication:501732918|PMID:19057671
AT4G30340	DGK7	GO:0004143	IDA	NCBITaxon:3702		TAIR:Publication:501717566|PMID:16081412
AT1G66750	CAK4	GO:0004674	TAS	NCBITaxon:3702		TAIR:Publication:501717317|PMID:16024551
AT5G60340	AAK6	GO:0004017	IDA	NCBITaxon:3702		TAIR:Publication:501752813|PMID:23121860
AT5G60340	AAK6	GO:0004017	IDA	NCBITaxon:3702		TAIR:Publication:501752813|PMID:23121860
AT5G26667	PYR6	GO:0004127	IDA	NCBITaxon:3702		TAIR:Publication:2610|PMID:9576794
AT5G26667	PYR6	GO:0009041	IDA	NCBITaxon:3702		TAIR:Publication:2610|PMID:9576794
AT5G63650	SNRK2.5	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501713105|PMID:15292193
AT2G30040	MAPKKK14	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT5G67380	CKA1	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:4814|PMID:8061317
AT5G67380	CKA1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501741743|PMID:21330376
AT2G05940	RIPK	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742953|PMID:21320696
vitamin E pathway gene 5	VTE5	GO:0010276	IDA	NCBITaxon:3702		TAIR:Publication:501718137|PMID:16361393
AT4G33950	OST1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501682925|PMID:12468729
AT4G33950	OST1	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501713105|PMID:15292193
AT4G33950	OST1	GO:0004672	TAS	NCBITaxon:3702		TAIR:Publication:501683038|PMID:12514244
phosphofructokinase 6	PFK6	GO:0003872	IDA	NCBITaxon:3702		TAIR:Publication:501721627|PMID:17485088
AT4G32830	AUR1	GO:0035175	IDA	NCBITaxon:3702		TAIR:Publication:501720492|PMID:16028112
AT4G32830	AUR1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501714701|PMID:15722465
AT5G35750	HK2	GO:0004673	IDA	NCBITaxon:3702		TAIR:Publication:501719470|PMID:16753566
S-methyl-5-thioribose kinase	MTK	GO:0046522	IDA	NCBITaxon:3702		TAIR:Publication:501723284|PMID:17961230
S-methyl-5-thioribose kinase	MTK	GO:0046522	IMP	NCBITaxon:3702		TAIR:Publication:501714777|PMID:15557090
AT5G04510	PDK1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501718154|PMID:16377759
AT5G04510	PDK1	GO:0004676	IGI	NCBITaxon:3702		TAIR:Publication:1427|PMID:10371193
AT5G04510	PDK1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT5G04510	PDK1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501713231|PMID:15358101
AT1G10760	SEX1	GO:0050521	TAS	NCBITaxon:3702		TAIR:Publication:501716504|PMID:15894744
AT1G10760	SEX1	GO:0050521	IMP	NCBITaxon:3702		TAIR:Publication:501719728|PMID:16914145
AT1G10760	SEX1	GO:0050521	IMP	NCBITaxon:3702		TAIR:Publication:501680599|PMID:11487701
AT5G48380	BIR1	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501733495|PMID:19616764
AT5G48380	BIR1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501733495|PMID:19616764
AT3G56960	PIP5K4	GO:0016308	IDA	NCBITaxon:3702		TAIR:Publication:501723123|PMID:17883374
AT2G26420	PIP5K3	GO:0016308	IDA	NCBITaxon:3702		TAIR:Publication:501724003|PMID:18178770
AT4G05150	AT4G05150	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT1G79600	ABC1K3	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501754615|PMID:23632854
AT4G23650	CDPK6	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501737838|PMID:20497378
AT4G23650	CDPK6	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT5G08590	SNRK2.1	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501713105|PMID:15292193
AT5G08590	SNRK2.1	GO:0004672	TAS	NCBITaxon:3702		TAIR:Publication:5149|PMID:8393717
AT4G26890	MAPKKK16	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT2G14750	APK	GO:0004020	IDA	NCBITaxon:3702		TAIR:Publication:501680602|PMID:11488606
AT1G11350	SD1-13	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501729372|PMID:19071125
AT1G11350	SD1-13	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501725140|PMID:18552232
AT2G39660	BIK1	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501718255|PMID:16339855
AT3G59410	GCN2	GO:0004694	IDA	NCBITaxon:3702		TAIR:Publication:501750192|PMID:22672016
adenosine kinase 2	ADK2	GO:0004001	IDA	NCBITaxon:3702		TAIR:Publication:1345970|PMID:11115893
AT1G61380	SD1-29	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501725140|PMID:18552232
AT1G11440	AT1G11440	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT1G67840	CSK	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501725255|PMID:18632566
AT5G58940	CRCK1	GO:0004683	IDA	NCBITaxon:3702		TAIR:Publication:501713103|PMID:15292241
AT5G58940	CRCK1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501713103|PMID:15292241
AT3G21510	AHP1	GO:0009927	IDA	NCBITaxon:3702		TAIR:Publication:1764|PMID:10050311
AT3G21510	AHP1	GO:0009927	IDA	NCBITaxon:3702		TAIR:Publication:2065|PMID:9804162
AT3G21510	AHP1	GO:0009927	IDA	NCBITaxon:3702		TAIR:Publication:1764|PMID:10050311
AT3G51850	CPK13	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT1G09020	SNF4	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT1G18040	CDKD1;3	GO:0004672	TAS	NCBITaxon:3702		TAIR:Publication:501717317|PMID:16024551
AT5G28080	WNK9	GO:0004672	TAS	NCBITaxon:3702		TAIR:Publication:501683074|PMID:12506983
AT1G27320	HK3	GO:0004673	IDA	NCBITaxon:3702		TAIR:Publication:501719470|PMID:16753566
AT1G27320	HK3	GO:0004673	IMP	NCBITaxon:3702		TAIR:Publication:501718422|PMID:16407152
AT4G32300	SD2-5	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501725140|PMID:18552232
AT5G10720	HK5	GO:0004673	IDA	NCBITaxon:3702		TAIR:Publication:501720861|PMID:17202180
AT3G51630	WNK5	GO:0004672	TAS	NCBITaxon:3702		TAIR:Publication:501683074|PMID:12506983
AT5G63310	NDPK2	GO:0004550	TAS	NCBITaxon:3702		TAIR:Publication:501682759|PMID:12506203
AT5G63310	NDPK2	GO:0004550	IDA	NCBITaxon:3702		TAIR:Publication:501714307|PMID:15465053
AT2G34650	PID	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:714|PMID:10693763
AT2G34650	PID	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501718961|PMID:16601102
AT3G23150	ETR2	GO:0004674	TAS	NCBITaxon:3702		TAIR:Publication:501714948|PMID:15703053
AT3G44200	NEK6	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501742668|PMID:21605211
AT4G32180	PANK2	GO:0004594	IGI	NCBITaxon:3702		TAIR:Publication:501719778|PMID:16897480
AT1G07910	RNL	GO:0051731	IGI	NCBITaxon:3702		TAIR:Publication:501718358|PMID:16428247
AT2G35620	FEI2	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501729103|PMID:19017745
AT1G12580	PEPKR1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT3G21630	CERK1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501723479|PMID:18042724
AT3G21630	CERK1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501735809|PMID:19951949
AT3G21630	CERK1	GO:0019199	IDA	NCBITaxon:3702		TAIR:Publication:501723479|PMID:18042724
AT3G21630	CERK1	GO:0019199	IMP	NCBITaxon:3702		TAIR:Publication:501745713|PMID:22106285
AT3G08730	PK1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:4820|PMID:8021267
AT3G08730	PK1	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:2706|PMID:9528776
AT3G08720	S6K2	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:2706|PMID:9528776
AT5G23450	LCBK1	GO:0017050	IDA	NCBITaxon:3702		TAIR:Publication:501714631|PMID:15695468
AT5G23450	LCBK1	GO:0017050	IDA	NCBITaxon:3702		TAIR:Publication:501714631|PMID:15695468
AT1G29750	RKF1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:2297|PMID:9687063
AT3G06483	PDK	GO:0004740	IMP	NCBITaxon:3702		TAIR:Publication:626|PMID:10737148
AT3G06483	PDK	GO:0009927	IDA	NCBITaxon:3702		TAIR:Publication:301|PMID:10861228
AT1G56720	AT1G56720	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT3G04580	EIN4	GO:0004674	TAS	NCBITaxon:3702		TAIR:Publication:501714948|PMID:15703053
AT3G45240	GRIK1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501736136|PMID:20164192
AT3G45240	GRIK1	GO:0016301	IMP	NCBITaxon:3702		TAIR:Publication:501720098|PMID:17041027
AT3G45240	GRIK1	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501720744|PMID:17237223
AT3G45240	GRIK1	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501681822|PMID:12172024
AT3G45240	GRIK1	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501730273|PMID:19339507
AT5G60890	MYB34	GO:0016301	TAS	NCBITaxon:3702		TAIR:Publication:5237|PMID:8220453
AT5G61760	IPK2BETA	GO:0052725	IDA	NCBITaxon:3702		TAIR:Publication:501683446|PMID:12566584
AT5G61760	IPK2BETA	GO:0051766	IDA	NCBITaxon:3702		TAIR:Publication:501683446|PMID:12566584
AT5G61760	IPK2BETA	GO:0051765	IDA	NCBITaxon:3702		TAIR:Publication:501683446|PMID:12566584
AT5G61760	IPK2BETA	GO:0000823	IDA	NCBITaxon:3702		TAIR:Publication:501682320|PMID:12226109
AT5G55910	D6PK	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501729497|PMID:19168677
AT1G51170	UCN	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501750689|PMID:22927420
AT2G30360	SIP4	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501721633|PMID:17483306
""	AT3G59110	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT1G02970	WEE1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501719588|PMID:16856985
AT1G31230	AK-HSDH I	GO:0004072	IDA	NCBITaxon:3702		TAIR:Publication:501717923|PMID:16216875
AT4G28490	HAE	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501725140|PMID:18552232
AT5G61580	PFK4	GO:0003872	IDA	NCBITaxon:3702		TAIR:Publication:501721627|PMID:17485088
AT5G04870	CPK1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT3G61160	AT3G61160	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT4G02630	AT4G02630	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT4G39400	BRI1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501721274|PMID:16857903
AT4G39400	BRI1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501716342|PMID:15935775
AT2G46070	MPK12	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501729152|PMID:19000167
AT4G28860	ckl4	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501756038|PMID:23897926
AT4G28860	ckl4	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT4G20940	GHR1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501750026|PMID:22730405
AT5G16760	ITPK1	GO:0052726	IDA	NCBITaxon:3702		TAIR:Publication:3347|PMID:9126335
AT5G16760	ITPK1	GO:0052725	IDA	NCBITaxon:3702		TAIR:Publication:3347|PMID:9126335
AT4G01370	MPK4	GO:0004707	IDA	NCBITaxon:3702		TAIR:Publication:501716337|PMID:15990873
AT4G01370	MPK4	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501733495|PMID:19616764
AT4G01370	MPK4	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501748796|PMID:22643122
AT4G01370	MPK4	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501748870|PMID:22631074
AT4G09570	CPK4	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501723413|PMID:17921317
AT1G66340	ETR1	GO:0004673	TAS	NCBITaxon:3702		TAIR:Publication:501714948|PMID:15703053
AT1G66340	ETR1	GO:0004673	IMP	NCBITaxon:3702		TAIR:Publication:501748292|PMID:22467798
AT3G29160	KIN11	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:1579|PMID:10220464
AT3G29160	KIN11	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:1579|PMID:10220464
AT4G40010	SNRK2.7	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501713105|PMID:15292193
AT4G28880	ckl3	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501756038|PMID:23897926
AT3G48750	CDC2	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501719703|PMID:16920782
AT3G48750	CDC2	GO:0016301	IMP	NCBITaxon:3702		TAIR:Publication:501721258|PMID:17369369
AT4G26270	PFK3	GO:0003872	IDA	NCBITaxon:3702		TAIR:Publication:501721627|PMID:17485088
AT3G04530	PPCK2	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501706602|AGRICOLA_IND:IND23290968
AT1G74740	CPK30	GO:0004672	TAS	NCBITaxon:3702		TAIR:Publication:3521|PMID:8943201
arabinose kinase	ARA1	GO:0009702	IMP	NCBITaxon:3702		TAIR:Publication:1480|PMID:10344205
AT5G58350	WNK4	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT5G58350	WNK4	GO:0004672	TAS	NCBITaxon:3702		TAIR:Publication:501683074|PMID:12506983
AT5G14640	SK13	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT4G04720	CPK21	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501740066|PMID:20385816
AT1G12970	PIRL3	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT3G24550	PERK1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
with no lysine (K) kinase 1	WNK1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501681499|PMID:12091722
AT3G48260	WNK3	GO:0004672	TAS	NCBITaxon:3702		TAIR:Publication:501683074|PMID:12506983
AT3G22960	PKP-ALPHA	GO:0004743	IDA	NCBITaxon:3702		TAIR:Publication:501722559|PMID:17557808
AT1G62400	HT1	GO:0016301	IDA	NCBITaxon:3702		TAIR:Publication:501718781|PMID:16518390
AT4G19710	AK-HSDH II	GO:0004072	IDA	NCBITaxon:3702		TAIR:Publication:501717923|PMID:16216875
AT4G24740	FC2	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT4G24740	FC2	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:922|PMID:10593939
AT4G21470	FMN/FHY	GO:0008531	IDA	NCBITaxon:3702		TAIR:Publication:501717738|PMID:16183635
AT4G21540	SPHK1	GO:0017050	IDA	NCBITaxon:3702		TAIR:Publication:501725127|PMID:18557834
AT4G21540	SPHK1	GO:0008481	IDA	NCBITaxon:3702		TAIR:Publication:501741744|PMID:21330371
AT4G21540	SPHK1	GO:0008481	IDA	NCBITaxon:3702		TAIR:Publication:501725127|PMID:18557834
AT4G21540	SPHK1	GO:0017050	TAS	NCBITaxon:3702		TAIR:Publication:501714495|PMID:15665242
AT4G21540	SPHK1	GO:0017050	IDA	NCBITaxon:3702		TAIR:Publication:501747041|PMID:22275366
AT2G18470	PERK4	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501733607|PMID:19566594
""	AT1G80380	GO:0008887	IDA	NCBITaxon:3702		TAIR:Publication:501716550|PMID:15980259
AT3G07960	PIP5K6	GO:0016308	IDA	NCBITaxon:3702		TAIR:Publication:501741110|PMID:21189293
AT3G07800	TK1a	GO:0004797	IDA	NCBITaxon:3702		TAIR:Publication:501750818|PMID:22897443
AT4G08920	CRY1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501707729|PMID:12846824
AT1G49340	ATPI4K ALPHA	GO:0004430	IDA	NCBITaxon:3702		TAIR:Publication:2241|PMID:9712908
AT1G49340	ATPI4K ALPHA	GO:0004430	IDA	NCBITaxon:3702		TAIR:Publication:501706938|PMID:12805633
AT2G46500	PI4K GAMMA 4	GO:0004430	IDA	NCBITaxon:3702		TAIR:Publication:501732185|PMID:17880284
AT5G13530	KEG	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501720504|PMID:17194765
AT5G56580	MKK6	GO:0004708	IDA	NCBITaxon:3702		TAIR:Publication:501729152|PMID:19000167
AT5G56580	MKK6	GO:0004708	TAS	NCBITaxon:3702		TAIR:Publication:1547411|PMID:11875555
AT1G33560	ADR1	GO:0016301	TAS	NCBITaxon:3702		TAIR:Publication:501710169|PMID:12906111
plastidic pyruvate kinase beta subunit 1	PKP-BETA1	GO:0004743	IDA	NCBITaxon:3702		TAIR:Publication:501722559|PMID:17557808
AT3G63260	ATMRK1	GO:0016301	TAS	NCBITaxon:3702		TAIR:Publication:501675484
AT3G13690	AT3G13690	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT3G45780	PHOT1	GO:0004672	IDA	NCBITaxon:3702		TAIR:Publication:501750464|PMID:22781128
AT3G45780	PHOT1	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:1999|PMID:9831559
AT1G77740	PIP5K2	GO:0016308	IDA	NCBITaxon:3702		TAIR:Publication:501735470|PMID:19903693
AT3G06580	GALK	GO:0004335	IGI	NCBITaxon:3702		TAIR:Publication:3210|PMID:9225860
AT3G06580	GALK	GO:0004335	IDA	NCBITaxon:3702		TAIR:Publication:501730545|PMID:19509290
AT3G06580	GALK	GO:0004335	IDA	NCBITaxon:3702		TAIR:Publication:1480|PMID:10344205
AT4G10010	AT4G10010	GO:0004674	IDA	NCBITaxon:3702		TAIR:Publication:501742526|PMID:21477822
AT2G19860	HXK2	GO:0008865	IDA	NCBITaxon:3702		TAIR:Publication:501724758|PMID:18481082
