source	target	interaction	symmetry	weight	negation
at2g39510	at5g06100	validated_ppi	symmetrical	1.0	affirmative
at5g27620	at5g63610	validated_ppi	symmetrical	1.0	affirmative
at1g18890	at4g14830	validated_ppi	symmetrical	1.327618259	affirmative
at2g32380	at2g41820	validated_ppi	symmetrical	1.0	affirmative
at1g21240	at3g59780	validated_ppi	symmetrical	1.0	affirmative
at1g12680	at3g43810	validated_ppi	symmetrical	1.0	affirmative
at1g08560	at5g07880	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at3g47220	validated_ppi	symmetrical	1.0	affirmative
at3g24810	at5g65420	validated_ppi	symmetrical	1.0	affirmative
at3g22310	at3g47690	validated_ppi	symmetrical	1.0	affirmative
at1g70760	at3g63080	validated_ppi	symmetrical	1.0	affirmative
at2g16850	at4g35100	validated_ppi	symmetrical	1.0	affirmative
at5g37050	at5g51160	validated_ppi	symmetrical	1.0	affirmative
at3g08040	at3g48260	validated_ppi	symmetrical	0.0	affirmative
at3g27920	at5g53200	validated_ppi	symmetrical	1.0	affirmative
at3g51920	at5g55690	validated_ppi	symmetrical	1.6179985234999998	affirmative
at1g08140	at5g67130	validated_ppi	symmetrical	1.0	affirmative
at1g01790	at4g38690	validated_ppi	symmetrical	0.0	affirmative
at3g10640	at3g56950	validated_ppi	symmetrical	1.0	affirmative
at3g06430	at5g47370	validated_ppi	symmetrical	1.0	affirmative
at3g18710	at4g21380	validated_ppi	symmetrical	1.0	affirmative
at1g21870	at5g67130	validated_ppi	symmetrical	1.0	affirmative
at1g50610	at5g37050	validated_ppi	symmetrical	1.0	affirmative
at1g60040	at2g41090	validated_ppi	symmetrical	1.0	affirmative
at2g21237	at3g18800	validated_ppi	symmetrical	1.0	affirmative
at4g33430	at1g11545	gene regulation	asymmetrical	0.0	affirmative
at1g17280	at5g47450	validated_ppi	symmetrical	0.0	affirmative
at2g18170	at4g23050	phosphorylation	asymmetrical	1.0	affirmative
at1g47640	at2g25810	validated_ppi	symmetrical	1.0	affirmative
at1g17280	at5g39040	validated_ppi	symmetrical	1.0	affirmative
at2g38330	at4g35580	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at5g49130	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at1g71880	repression	asymmetrical	0.0	affirmative
at2g41410	at2g42580	validated_ppi	symmetrical	1.331273284	affirmative
at1g07860	at1g53390	validated_ppi	symmetrical	1.0	affirmative
at1g47640	at1g50290	validated_ppi	symmetrical	1.0	affirmative
at1g30460	at5g23880	validated_ppi	symmetrical	1.0	affirmative
at1g21240	at3g20190	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at3g62400	validated_ppi	symmetrical	1.0	affirmative
at4g28330	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at2g39510	at4g37680	validated_ppi	symmetrical	1.0	affirmative
at1g71940	at2g41705	validated_ppi	symmetrical	1.0	affirmative
at2g27970	at3g48750	validated_ppi	symmetrical	1.0	affirmative
at2g43790	at5g10140	phosphorylation	asymmetrical	1.0	affirmative
at2g18290	at2g20000	validated_ppi	symmetrical	1.0	affirmative
at3g27960	at5g65220	validated_ppi	symmetrical	1.0	affirmative
at2g22425	at3g08630	validated_ppi	symmetrical	0.0	affirmative
at1g06225	at4g14690	validated_ppi	symmetrical	0.0	affirmative
at4g01450	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at2g18170	at2g04890	phosphorylation	asymmetrical	1.0	affirmative
at2g36330	at4g27435	validated_ppi	symmetrical	1.1944215595	affirmative
at2g44110	at3g13175	validated_ppi	symmetrical	1.2689760615	affirmative
at2g45560	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at1g68090	at4g30840	validated_ppi	symmetrical	1.0	affirmative
at1g09270	at1g49620	validated_ppi	symmetrical	1.0	affirmative
at1g17280	at1g30360	validated_ppi	symmetrical	0.0	affirmative
at1g14260	at4g37680	validated_ppi	symmetrical	1.0	affirmative
at2g37050	at3g12180	validated_ppi	symmetrical	1.0	affirmative
at3g59150	at5g37780	validated_ppi	symmetrical	1.0	affirmative
at4g01370	at5g17800	phosphorylation	asymmetrical	1.0	affirmative
at1g49620	at4g28980	validated_ppi	symmetrical	1.0	affirmative
at2g44930	at4g04860	validated_ppi	symmetrical	1.0	affirmative
at1g60410	at1g73590	validated_ppi	symmetrical	1.0	affirmative
at1g21870	at5g05170	validated_ppi	symmetrical	0.0	affirmative
at1g80670	at5g02490	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at4g37220	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at2g43020	repression	asymmetrical	1.181475085	affirmative
at1g05580	at1g49230	validated_ppi	symmetrical	1.0	affirmative
at2g04040	at3g48890	validated_ppi	symmetrical	2.1732437090000003	affirmative
at5g11890	at5g66160	validated_ppi	symmetrical	1.0	affirmative
at1g07860	at3g14760	validated_ppi	symmetrical	0.0	affirmative
at1g09530	at5g35840	validated_ppi	symmetrical	1.2844767475	affirmative
at2g34250	at5g49540	validated_ppi	symmetrical	1.0	affirmative
at4g16143	at4g32830	validated_ppi	symmetrical	0.0	affirmative
at1g34640	at1g44960	validated_ppi	symmetrical	1.0	affirmative
at1g08920	at3g20600	validated_ppi	symmetrical	1.0	affirmative
at2g03620	at5g59650	validated_ppi	symmetrical	1.0	affirmative
at1g11450	at3g08040	validated_ppi	symmetrical	0.0	affirmative
at2g41400	at4g34460	validated_ppi	symmetrical	1.0	affirmative
at1g29060	at5g65710	validated_ppi	symmetrical	1.0	affirmative
at4g30850	at5g57810	validated_ppi	symmetrical	1.0	affirmative
at1g51660	at2g43790	phosphorylation	asymmetrical	1.0	affirmative
at3g08040	at3g11810	validated_ppi	symmetrical	0.0	affirmative
at3g14770	at5g37050	validated_ppi	symmetrical	1.0	affirmative
at1g21240	at4g22830	validated_ppi	symmetrical	1.0	affirmative
at4g19865	at5g59650	validated_ppi	symmetrical	1.0	affirmative
at1g02380	at1g64780	validated_ppi	symmetrical	0.0	affirmative
at1g15150	at1g80865	validated_ppi	symmetrical	1.0	affirmative
at1g03070	at1g16170	validated_ppi	symmetrical	0.0	affirmative
at2g41705	at5g53130	validated_ppi	symmetrical	1.2319146275	affirmative
at1g18520	at4g30850	validated_ppi	symmetrical	1.0	affirmative
at4g25360	at4g33940	validated_ppi	symmetrical	1.0	affirmative
at2g41820	at4g14455	validated_ppi	symmetrical	1.0	affirmative
at2g17200	at3g16120	validated_ppi	symmetrical	1.0	affirmative
at1g52190	at5g42980	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at2g41710	activation	asymmetrical	1.0	affirmative
at3g18800	at4g36180	validated_ppi	symmetrical	1.0	affirmative
at2g41100	at5g27070	validated_ppi	symmetrical	2.053763767	affirmative
at1g34640	at5g67610	validated_ppi	symmetrical	1.0	affirmative
at1g29060	at2g48070	validated_ppi	symmetrical	1.0	affirmative
at1g78300	at3g06530	validated_ppi	symmetrical	0.0	affirmative
at3g20600	at5g19410	validated_ppi	symmetrical	1.0	affirmative
at1g21870	at3g63260	validated_ppi	symmetrical	1.0	affirmative
at2g16250	at3g17000	validated_ppi	symmetrical	1.0	affirmative
at1g10210	at4g30610	phosphorylation	asymmetrical	0.0	affirmative
at1g15900	at1g59730	validated_ppi	symmetrical	1.0	affirmative
at3g55150	at5g63310	validated_ppi	symmetrical	1.0	affirmative
at3g52640	at4g02010	validated_ppi	symmetrical	1.0	affirmative
at2g35710	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at1g51660	at2g43570	gene regulation	asymmetrical	2.25688003	affirmative
at3g11410	at4g30960	validated_ppi	symmetrical	1.0	affirmative
at1g47220	at1g75750	validated_ppi	symmetrical	0.0	affirmative
at2g20180	at4g28400	activation	asymmetrical	1.3926232	affirmative
at1g68380	at4g02010	validated_ppi	symmetrical	1.0	affirmative
at5g20230	at5g37050	validated_ppi	symmetrical	2.98807153	affirmative
at2g20180	at4g36990	repression	asymmetrical	0.0	affirmative
at3g11660	at5g17210	validated_ppi	symmetrical	0.0	affirmative
at1g15690	at1g47640	validated_ppi	symmetrical	1.0	affirmative
at1g63120	at2g38120	validated_ppi	symmetrical	0.0	affirmative
at1g17280	at5g59740	validated_ppi	symmetrical	1.0	affirmative
at2g32950	at3g13550	validated_ppi	symmetrical	1.0	affirmative
at1g10030	at3g66654	validated_ppi	symmetrical	1.0	affirmative
at1g35720	at3g53990	validated_ppi	symmetrical	1.0	affirmative
at1g47640	at2g38050	validated_ppi	symmetrical	1.0	affirmative
at4g39400	at1g71830	phosphorylation	asymmetrical	1.0	affirmative
at3g12180	at3g17840	validated_ppi	symmetrical	1.0	affirmative
at3g05380	at3g54610	validated_ppi	symmetrical	1.0	affirmative
at1g17280	at5g66680	validated_ppi	symmetrical	1.0	affirmative
at3g45430	at4g37680	validated_ppi	symmetrical	1.0	affirmative
at1g05000	at1g09310	validated_ppi	symmetrical	1.200179193	affirmative
at1g03070	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at2g44350	at5g06150	validated_ppi	symmetrical	1.0	affirmative
at2g24840	at5g48670	validated_ppi	symmetrical	1.0	affirmative
at1g27300	at4g17340	validated_ppi	symmetrical	1.0	affirmative
at1g66410	at3g61880	validated_ppi	symmetrical	1.0	affirmative
at1g07550	at1g47640	validated_ppi	symmetrical	1.0	affirmative
at1g14687	at4g33690	validated_ppi	symmetrical	1.0	affirmative
at1g09580	at3g08040	validated_ppi	symmetrical	1.0	affirmative
at1g10210	at3g05840	phosphorylation	asymmetrical	1.0	affirmative
at1g47220	at5g38480	validated_ppi	symmetrical	1.0	affirmative
at2g22425	at5g01960	validated_ppi	symmetrical	1.0	affirmative
at2g25310	at4g29330	validated_ppi	symmetrical	1.0	affirmative
at3g08040	at4g34440	validated_ppi	symmetrical	0.0	affirmative
at1g03340	at1g29060	validated_ppi	symmetrical	1.0	affirmative
at2g24220	at5g59650	validated_ppi	symmetrical	1.0	affirmative
at4g04750	at5g37050	validated_ppi	symmetrical	1.0	affirmative
at3g53510	at5g49540	validated_ppi	symmetrical	1.0	affirmative
at3g52160	at5g37050	validated_ppi	symmetrical	1.0	affirmative
at2g41090	at5g24800	validated_ppi	symmetrical	1.0	affirmative
at2g37940	at3g66654	validated_ppi	symmetrical	1.2765284805000001	affirmative
at3g44930	at3g63420	validated_ppi	symmetrical	1.171005281	affirmative
at1g21240	at2g04360	validated_ppi	symmetrical	1.0	affirmative
at2g39890	at4g30850	validated_ppi	symmetrical	1.0	affirmative
at3g61430	at4g24090	validated_ppi	symmetrical	1.0	affirmative
at1g68170	at5g41180	validated_ppi	symmetrical	1.0	affirmative
at1g14670	at3g06470	validated_ppi	symmetrical	1.0	affirmative
at4g30660	at5g37050	validated_ppi	symmetrical	1.0	affirmative
at2g07749	at4g20790	validated_ppi	symmetrical	1.0	affirmative
at5g13400	at5g52860	validated_ppi	symmetrical	1.0	affirmative
at5g14050	at5g22310	validated_ppi	symmetrical	1.171708046	affirmative
at1g59580	at2g40290	phosphorylation	asymmetrical	1.325404236	affirmative
at2g30020	at1g51660	inactivation	asymmetrical	1.0	affirmative
at2g20180	at5g62880	repression	asymmetrical	1.0	affirmative
at1g22050	at5g41700	validated_ppi	symmetrical	1.1859117525	affirmative
at1g05000	at5g05760	validated_ppi	symmetrical	1.0	affirmative
at2g04660	at4g21530	validated_ppi	symmetrical	1.0	affirmative
at1g63110	at4g30845	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at4g22660	validated_ppi	symmetrical	1.0	affirmative
at1g15900	at1g27290	validated_ppi	symmetrical	1.0	affirmative
at2g07040	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at2g29410	at5g06320	validated_ppi	symmetrical	1.0	affirmative
at4g35310	at4g18170	activation	asymmetrical	1.8158355990000001	affirmative
at1g03070	at4g25360	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at4g23210	validated_ppi	symmetrical	1.0	affirmative
at4g30500	at5g20230	validated_ppi	symmetrical	2.98807153	affirmative
at1g22920	at5g16490	validated_ppi	symmetrical	1.0	affirmative
at1g34640	at1g71330	validated_ppi	symmetrical	1.0	affirmative
at2g01760	at3g29350	validated_ppi	symmetrical	1.0	affirmative
at1g48440	at3g66654	validated_ppi	symmetrical	1.0	affirmative
at1g54060	at1g71480	validated_ppi	symmetrical	1.0	affirmative
at5g28770	at5g49450	validated_ppi	symmetrical	1.0	affirmative
at3g26700	at5g42220	validated_ppi	symmetrical	0.0	affirmative
at3g19150	at5g10440	validated_ppi	symmetrical	1.0	affirmative
at2g16250	at2g26180	validated_ppi	symmetrical	1.0	affirmative
at1g29920	at3g47620	validated_ppi	symmetrical	1.0	affirmative
at2g21160	at3g22360	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at1g71190	activation	asymmetrical	1.0	affirmative
at5g19410	at5g49540	validated_ppi	symmetrical	1.0	affirmative
at5g49760	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at2g41400	at5g48360	validated_ppi	symmetrical	1.0	affirmative
at4g16240	at4g34460	validated_ppi	symmetrical	1.3510031009999999	affirmative
at3g63210	at5g14760	validated_ppi	symmetrical	1.0	affirmative
at3g51280	at3g58560	validated_ppi	symmetrical	0.0	affirmative
at2g32840	at5g11980	validated_ppi	symmetrical	1.0	affirmative
at5g06320	at5g13580	validated_ppi	symmetrical	1.0	affirmative
at3g50190	at3g54020	validated_ppi	symmetrical	1.0	affirmative
at2g36740	at2g38810	validated_ppi	symmetrical	0.0	affirmative
at4g14455	at4g27420	validated_ppi	symmetrical	1.0	affirmative
at1g47640	at3g18215	validated_ppi	symmetrical	1.0	affirmative
at3g52850	at4g20790	validated_ppi	symmetrical	1.0	affirmative
at1g17280	at2g01970	validated_ppi	symmetrical	1.0	affirmative
at3g05360	at4g29330	validated_ppi	symmetrical	1.0	affirmative
at3g14770	at3g17020	validated_ppi	symmetrical	1.230681112	affirmative
at2g41610	at4g23400	validated_ppi	symmetrical	0.0	affirmative
at4g26770	at5g67130	validated_ppi	symmetrical	1.0	affirmative
at4g37680	at5g19410	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at5g49990	validated_ppi	symmetrical	1.0	affirmative
at1g71030	at4g09820	validated_ppi	symmetrical	1.0	affirmative
at3g54180	at3g50630	phosphorylation	asymmetrical	1.0	affirmative
at1g49230	at3g18800	validated_ppi	symmetrical	1.0	affirmative
at2g41620	at3g20250	validated_ppi	symmetrical	1.233079557	affirmative
at1g07650	at5g06320	validated_ppi	symmetrical	1.475050115	affirmative
at3g11410	at4g17615	validated_ppi	symmetrical	1.0	affirmative
at1g52250	at3g07350	validated_ppi	symmetrical	1.0	affirmative
at1g21240	at4g17680	validated_ppi	symmetrical	1.0	affirmative
at4g14455	at5g17010	validated_ppi	symmetrical	1.0	affirmative
at1g70520	at3g25805	validated_ppi	symmetrical	1.5739003605000002	affirmative
at1g17840	at3g66654	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at5g59500	validated_ppi	symmetrical	1.0	affirmative
at2g44080	at5g22290	validated_ppi	symmetrical	1.9804751440000001	affirmative
at1g47640	at5g57100	validated_ppi	symmetrical	1.0	affirmative
at3g01090	at3g45240	phosphorylation	asymmetrical	1.0	affirmative
at3g17000	at5g14210	validated_ppi	symmetrical	1.0	affirmative
at1g24625	at5g51910	validated_ppi	symmetrical	1.0	affirmative
at3g48750	at5g67260	validated_ppi	symmetrical	1.0	affirmative
at1g28360	at2g20570	validated_ppi	symmetrical	1.0	affirmative
at3g58560	at4g15545	validated_ppi	symmetrical	1.0	affirmative
at3g54140	at4g10640	validated_ppi	symmetrical	1.0	affirmative
at1g69810	at3g47620	validated_ppi	symmetrical	1.0	affirmative
at1g20930	at2g41090	validated_ppi	symmetrical	0.0	affirmative
at1g65690	at2g42290	validated_ppi	symmetrical	0.0	affirmative
at2g19130	at3g10640	validated_ppi	symmetrical	1.377851849	affirmative
at3g45780	at3g28860	phosphorylation	asymmetrical	1.0	affirmative
at1g01010	at1g10030	validated_ppi	symmetrical	1.0	affirmative
at1g53270	at4g14455	validated_ppi	symmetrical	1.0	affirmative
at5g42440	at5g59650	validated_ppi	symmetrical	1.0	affirmative
at3g66654	at4g36180	validated_ppi	symmetrical	1.0	affirmative
at3g11820	at4g32650	validated_ppi	symmetrical	1.831954147	affirmative
at1g59580	at3g28910	phosphorylation	asymmetrical	1.5571644005	affirmative
at3g26090	at3g52080	validated_ppi	symmetrical	1.2404656885	affirmative
at1g21240	at1g33490	validated_ppi	symmetrical	1.0	affirmative
at2g19650	at5g56220	validated_ppi	symmetrical	1.2575389755	affirmative
at3g66654	at4g20390	validated_ppi	symmetrical	0.0	affirmative
at1g30360	at5g37050	validated_ppi	symmetrical	0.0	affirmative
at4g18960	at3g23130	activation	asymmetrical	1.0	affirmative
at5g13400	at5g67130	validated_ppi	symmetrical	1.0	affirmative
at1g07660	at3g19590	validated_ppi	symmetrical	0.0	affirmative
at3g13175	at3g50910	validated_ppi	symmetrical	1.2689760615	affirmative
at1g17280	at5g19060	validated_ppi	symmetrical	1.0	affirmative
at1g33490	at2g04360	validated_ppi	symmetrical	1.0	affirmative
at1g80670	at3g01500	validated_ppi	symmetrical	1.0	affirmative
at3g60220	at5g06100	validated_ppi	symmetrical	0.0	affirmative
at1g10090	at5g49540	validated_ppi	symmetrical	1.0	affirmative
at2g45340	at3g12180	validated_ppi	symmetrical	1.0	affirmative
at2g43790	at3g20770	activation	asymmetrical	1.1366650075	affirmative
at2g30540	at4g32570	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at5g14570	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at1g51500	repression	asymmetrical	1.0	affirmative
at1g27190	at1g66410	validated_ppi	symmetrical	1.0	affirmative
at3g18800	at3g45430	validated_ppi	symmetrical	1.0	affirmative
at1g32210	at1g34640	validated_ppi	symmetrical	1.0	affirmative
at5g15460	at5g53300	validated_ppi	symmetrical	1.0	affirmative
at3g01050	at4g27960	validated_ppi	symmetrical	1.0	affirmative
at1g31420	at3g50190	validated_ppi	symmetrical	1.0	affirmative
at1g17280	at1g61370	validated_ppi	symmetrical	1.228336474	affirmative
at2g20300	at5g25752	validated_ppi	symmetrical	1.0	affirmative
at2g05940	at3g26200	validated_ppi	symmetrical	2.2396716405	affirmative
at1g21240	at5g01690	validated_ppi	symmetrical	1.0	affirmative
at3g29350	at4g16110	validated_ppi	symmetrical	1.0	affirmative
at3g54620	at3g62420	validated_ppi	symmetrical	0.0	affirmative
at1g77350	at3g22840	validated_ppi	symmetrical	1.0	affirmative
at2g17290	at4g10400	validated_ppi	symmetrical	1.0	affirmative
at1g32410	at3g18800	validated_ppi	symmetrical	1.0	affirmative
at4g23650	at5g55630	phosphorylation	asymmetrical	1.0	affirmative
at3g45640	at5g05790	phosphorylation	asymmetrical	1.5854766465	affirmative
at1g29060	at3g26350	validated_ppi	symmetrical	1.0	affirmative
at3g22845	at3g57650	validated_ppi	symmetrical	1.0	affirmative
at5g48380	at5g64210	validated_ppi	symmetrical	1.5390687955	affirmative
at1g34640	at2g35190	validated_ppi	symmetrical	0.0	affirmative
at1g47640	at4g30560	validated_ppi	symmetrical	1.0	affirmative
at1g34640	at5g41800	validated_ppi	symmetrical	1.0	affirmative
at3g08040	at5g22290	validated_ppi	symmetrical	0.0	affirmative
at2g48070	at4g37680	validated_ppi	symmetrical	1.0	affirmative
at2g35520	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at1g22920	at5g01750	validated_ppi	symmetrical	1.2566961965	affirmative
at1g17280	at1g50290	validated_ppi	symmetrical	1.0	affirmative
at5g01640	at5g07110	validated_ppi	symmetrical	1.0	affirmative
at2g35910	at5g25752	validated_ppi	symmetrical	1.0	affirmative
at4g26580	at5g06320	validated_ppi	symmetrical	1.0	affirmative
at2g24540	at4g32000	validated_ppi	symmetrical	1.0	affirmative
at1g51500	at3g56800	validated_ppi	symmetrical	1.0	affirmative
at4g13510	at4g25360	validated_ppi	symmetrical	1.690956108	affirmative
at1g71900	at2g41705	validated_ppi	symmetrical	1.0	affirmative
at2g41705	at4g27435	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at2g36990	repression	asymmetrical	1.0	affirmative
at4g22756	at5g40420	validated_ppi	symmetrical	1.0	affirmative
at1g11350	at5g37050	validated_ppi	symmetrical	1.3342163025	affirmative
at2g26180	at5g27370	validated_ppi	symmetrical	1.0	affirmative
at1g31812	at4g20390	validated_ppi	symmetrical	0.0	affirmative
at2g22425	at4g10080	validated_ppi	symmetrical	1.0	affirmative
at1g12520	at5g18100	validated_ppi	symmetrical	1.221203261	affirmative
at1g08140	at3g57880	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at4g00585	validated_ppi	symmetrical	1.0	affirmative
at1g59530	at5g21274	validated_ppi	symmetrical	1.0	affirmative
at2g41090	at5g56040	validated_ppi	symmetrical	1.0	affirmative
at1g68380	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at1g14700	at5g64813	validated_ppi	symmetrical	1.0	affirmative
at3g14860	at4g20790	validated_ppi	symmetrical	1.0	affirmative
at2g36010/at5g02470	at2g24490	activation	asymmetrical	1.0	affirmative
at1g15690	at5g06320	validated_ppi	symmetrical	1.0	affirmative
at1g18470	at1g20760	validated_ppi	symmetrical	1.0	affirmative
at1g02380	at2g22425	validated_ppi	symmetrical	1.0	affirmative
at3g59790	at3g50060	phosphorylation	asymmetrical	1.0	affirmative
at2g41090	at3g62420	validated_ppi	symmetrical	0.0	affirmative
